,title,artist,lyrics
379,Year of the Boomerang,Rage Against the Machine,"Tha sistas are in so check the front line
Seems I spent the '80s in the Haiti state of mind
Cast me into classes for electro shock
Straight incarcerated, the curriculum's a cell block
I'm swimmin' in half truths and it makes me wanna spit
Instructor come separate the healthy from tha sick
Ya weigh me on a scale, smellin' burnt skin
It's dark now in Dachau and I'm screamin' from within
'Cause I'm cell locked in tha doctrines of tha right
Enslaved by dogma, talk about my birthrights
Yet at every turn I'm runnin' into hell's gates
So I grip tha cannon like Fanon an pass tha shells to my classmates
Aw, power to tha people
'Cause tha bosses right ta live is mine ta die
So I'm goin' out heavy sorta like Mount Tai
Wit tha five centuries of penitentiary so let tha guilty hang
In tha year of tha boomerang

I got no property but yo I'm a piece of it
So let tha guilty hang
I got no property but yo I'm a piece of it
In the year of tha boomerang
I got no property but yo I'm a piece of it
So let tha guilty hang
I got no property but yo I'm a piece of it
In the year of tha boomerang

Yeah!
Now it's upon you!
Now it's upon you!

Tha sistas are in so check the front line
Seems I spent the '80s in the Haiti state of mind
Cast me into classes for electro shock
Straight incarcerated, the curriculum's a cell block
Swimmin' in half truths and it makes me wanna spit
Instructor come separate the healthy from tha sick
Ya weigh me on a scale, I'm smellin' burnt skin
It's dark now in Dachau and I'm screamin' from within
'Cause I'm cell locked in tha doctrines of tha right
Enslaved by dogma, talk about my birthrights
Yet at every turn I'm runnin' into hell's gates
So I grip tha cannon like Fanon an pass tha shells to my classmates
Aw, power to tha people, yeah, yeah
Tha bosses right ta live is mine ta die
I'm goin' out heavy sorta like Mount Tai
Wit tha five centuries of penitentiary so let tha guilty hang
In tha year of tha boomerang

I got no property but yo I'm a piece of it
So let tha guilty hang
I got no property but yo I'm a piece of it
Uh! In the year of tha boomerang
I got no property but yo I'm a piece of it
So let tha guilty hang
I got no property but yo I'm a piece of it
In the year of tha boomerang

Yeah!
Now it's upon you!
Now it's upon you!
You! You! You! You! You! You! You! You!"
380,Renegades of Funk,Rage Against the Machine,"No matter how hard you try, you can't stop us now 
No matter how hard you try, you can't stop us now 

We're the renegades of this time and age 
This is the time and age of renegades 
Renegades of this time and age 
This is the time and age of renegades 

Since the Prehistoric ages and the days of ancient Greece 
Right down through the Middle Ages 
Planet earth kept going through changes 
And then no renaissance came, and times continued to change 
Nothing stayed the same, but there were always renegades 
Like Chief Sitting Bull, Tom Paine 
Dr. Martin Luther King, Malcom X 
They were renegades of their time and age 
The mighty renegades 

We're the renegades of funk 
We're the renegades of funk 
We're the renegades of funk 
We're the renegades of funk 

From a different solar system many many galaxies away 
We are the force of another creation 
A new musical revelation 
And we're on this musical mission to help the others listen 
And groove from land to land singin' electronic chants like 
Zulu nation 

Revelations 
Destroy all nations 
Destroy all nations 
Destroy all nations 
Destroy all nations 
Destroy all nations 
Destroy all nations 

Now renegades are the people with their own philosophies 
They change the course of history 
Everyday people like you and me 
We're the renegades we're the people 
With our own philosophies 
We change the course of history 
Everyday people like you and me 

C'mon 
We're the renegades of funk 
We're the renegades of funk 
We're the renegades of funk 
We're the renegades of funk 

We're poppin', sockin', rockin' puttin' a side of hip-hop 
Because where we're goin' there ain't no stoppin' 
Poppin', sockin', puttin' a side of hip-hop 
Because where we're goin' there ain't no stoppin' 
Poppin', sockin', rockin' puttin' a side of hip-hop 
'Cause we're poppin', sockin', rockin' puttin' a side of hip-hop 
Poppin', sockin', rockin' puttin' a side of hip-hop 

We're the renegades of funk 
We're the renegades of funk 
We're the renegades of funk 
We're the renegades of funk 

We're teachers of the funk 
And not of empty popping 
We're blessed with the force and the sight of electronics 
With the bass, and the treble the horns and our vocals 
'Cause every time I pop into the beat we get fresh 

There was a time when our music 
Was something called the Big Street beat 
People would gather from all around 
To get down to the big sound 
You had to be a renegade those days 
To take a man to the dance floor 

[Repeat: x2]
Say jam sucker (jam sucker) 
Say jam sucker (jam sucker) 
Say move sucker (move sucker) 
Say groove sucker (move sucker) 
Say dance sucker (dance sucker) 
Say dance sucker (dance sucker) 
Now move sucker (move sucker) 
Now move sucker (move sucker) 

A weh weh weh weh woer 
We're the renegades of funk 
We're the renegades of funk 

A weh weh weh weh woer 
We're the renegades of funk 
We're the renegades of funk 

A weh weh weh weh woer 
We're the renegades of funk 
We're the renegades of funk 

A weh weh weh weh woer 
We're the renegades of funk 
We're the renegades of funk"
382,Born of Ghosts,Rage Against the Machine,"The hills find peace
Locked armed guard posts
Safe from the screams
Of the children born as ghosts
Gates guns and alarms
Shape the calm of the dawn
Peering down into the basin
Where death lives on
When young run foaming at the mouth with hate
When burning batons beat the freezing who shake
Under the toxic sunsets they dine and toast
Of walls deny the terror faced
By the children born as ghosts

Born as ghosts
A warning, you sufferers, begin to speak our word
Born as ghosts
A warning, you sufferers, begin to speak our word
Born as ghosts
A warning, you sufferers, begin to speak our word
Born as ghosts
We're the children born as ghosts

Born as ghosts

One book and forty ghosts stuffed in a room
The school as a tomb
Where home is a wasteland
Taste the razor wire
And thought is locked in the womb
The tales that tear at the myth of the dream
Myth of the dream
Myth of the dream
A suffering that shocks the lives off the screen
Myth of the dream
Myth of the dream

Born as ghosts
A warning, you sufferers, begin to speak our word
Born as ghosts
A warning, you sufferers, begin to speak our word
Born as ghosts
A warning, you sufferers, begin to speak our word
Born as ghosts
We are the children born as ghosts

Born as ghosts
Born as ghosts

Born as ghosts
A warning, you sufferers, begin to speak our word
Born as ghosts
A warning, you sufferers, begin to speak our word
Born as ghosts
A warning, you sufferers, begin to speak our word
Born as ghosts
We're the children born as ghosts

Born as ghosts"
384,Take the Power Back,Rage Against the Machine,"Bring that shit in! Uggh!

Yeah, the movement's in motion with mass militant poetry
Now check this out, uggh!

In the right light, study becomes insight
But the system that dissed us
Teaches us to read and right

So called facts are fraud
They want us to allege and pledge
And bow down to their God
Lost the culture, the culture lost
Spun our minds and through time
Ignorance has taken over
Yo, we gotta take the power back!
Bam! Here's the plan
Motherfuck Uncle Sam
Step back, I know who I am
Raise up your ear, I'll drop the style and clear
It's the beats and the lyrics they fear
The rage is relentless
We need a movement with a quickness
You are the witness of change
And to counteract
We gotta take the power back

Yeah, we gotta take the power back
Come on, come on!
We gotta take the power back

The present curriculum
I put my fist in 'em
Eurocentric every last one of 'em
See right through the red, white and blue disguise
With lecture I puncture the structure of lies
Installed in our minds and attempting
To hold us back
We've got to take it back
Holes in our spirit causin' tears and fears
One-sided stories for years and years and years
I'm inferior? Who's inferior?
Yeah, we need to check the interior
Of the system that cares about only one culture
And that is why
We gotta take the power back

Yeah, we gotta take the power back
Come on, come on!
We gotta take the power back

Hey yo check, we're gonna have to break it, break it, 
break it down
Awww shit!

Uggh!

And like this, uggh!

Come on, yeah! Bring it back the other way!

The teacher stands in front of the class
But the lesson plan he can't recall
The student's eyes don't perceive the lies
Bouncing off every fucking wall
His composure is well kept
I guess he fears playing the fool
The complacent students sit and listen to some of that
Bullshit that he learned in school

Europe ain't my rope to swing on
Can't learn a thing from it
Yet we hang from it
Gotta get it, gotta get it together then
Like the motherfuckin' weathermen
To expose and close the doors on those who try
To strangle and mangle the truth
'Cause the circle of hatred continues unless we react
We gotta take the power back

Yeah, we gotta take the power back
Come on, come on!
We gotta take the power back

No more lies
No more lies
No more lies
No more lies
No more lies
No more lies
No more lies
No more lies

Uggh!

Yeah!

Take it back y'all
Take it back, a-take it back
A-take it back y'all, come on!
Take it back y'all
Take it back, a-take it back
A-take it back y'all, come on!

Uggh!

Yeah!"
386,Born of a Broken Man,Rage Against the Machine,"My fears hunt me down
Capturing my memories
The frontier of loss
They try to escape across the street where
Jesus stripped bare 
And raped the spirit he was supposed to nurture
In the name of my
In the name of my

Born of a broken man, but not a broken man
Born of a broken man, never a broken man
Born of a broken man, but not a broken man
Born of a broken man, never a broken man

Like autumn leaves his sense fell from him
An empty glass of himself shattered somewhere within
His thoughts like a hundred moths
Trapped in a lampshade
Somewhere within
Their wings banging and burning
On through endless night
Forever awake he lies shaking and starving
Praying for someone to turn off the light

Born of a broken man, never a broken man
Born of a broken man, but not a broken man
Born of a broken man, never a broken man
Born of a broken man, but not a broken man

My fear is hunting me down
Capturing my memories
The frontier of laos
They try to escape across the street where
Jesus stripped bare 
And raped the spirit he was supposed to nurture
In the name of my
In the name of my

Yeah

Born of a broken man, but not a broken man
Born of a broken man, never a broken man
Born of a broken man, never a broken man
Born of a broken man, but not a broken man"
387,Killing In The Name,Rage Against the Machine,"Killing in the name of

Some of those that work forces 
Are the same that burn crosses
Some of those that work forces 
Are the same that burn crosses
Some of those that work forces 
Are the same that burn crosses
Some of those that work forces 
Are the same that burn crosses
Uh

Killing in the name of
Killing in the name of

Now you do what they told ya
Now you do what they told ya
Now you do what they told ya
Now you do what they told ya
And now you do what they told ya
And now you do what they told ya
And now you do what they told ya
And now you do what they told ya
And now you do what they told ya
And now you do what they told ya
But now you do what they told ya
Well now you do what they told ya

Those who died are justified
For wearing the badge
They're the chosen whites
You justify those that died 
By wearing the badge
They're the chosen whites
Those who died are justified
For wearing the badge
They're the chosen whites
You justify those who died 
By wearing the badge
They're the chosen whites

Some of those that work forces 
Are the same that burn crosses
Some of those that work forces 
Are the same that burn crosses
Some of those that work forces 
Are the same that burn crosses
Some of those that work forces 
Are the same that burn crosses
Uh

Killing in the name of
Killing in the name of

Now you do what they told ya
Now you do what they told ya
Now you do what they told ya
Now you do what they told ya
And now you do what they told ya, now you're under control
And now you do what they told ya, now you're under control
And now you do what they told ya, now you're under control
And now you do what they told ya, now you're under control
And now you do what they told ya, now you're under control
And now you do what they told ya, now you're under control
And now you do what they told ya, now you're under control
And now you do what they told ya

Those who died are justified
For wearing the badge
They're the chosen whites
You justify those that died 
By wearing the badge
They're the chosen whites
Those who died are justified
For wearing the badge
They're the chosen whites
You justify those that died 
By wearing the badge
They're the chosen whites
Come on

Uh
Yeah
Come on
Uh

F*ck you, I won't do what you tell me
F*ck you, I won't do what you tell me
F*ck you, I won't do what you tell me
F*ck you, I won't do what you tell me
F*ck you, I won't do what you tell me
F*ck you, I won't do what you tell me
F*ck you, I won't do what you tell me
F*ck you, I won't do what you tell me
F*ck you, I won't do what you tell me
F*ck you, I won't do what you tell me
F*ck you, I won't do what you tell me
F*ck you, I won't do what you tell me
F*ck you, I won't do what you tell me
F*ck you, I won't do what you tell me
F*ck you, I won't do what you tell me
F*ck you, I won't do what you tell me
Motherfucker
Uh"
390,Mic Check,Rage Against the Machine,"Oh Wait a minute now
Ha ha ha
Come on
Wait a Minute Now
Check

To tha young r to tha e tha b to tha e tha l
Never give up just live up
Fed upon America
We be spittin' it up
Rippin' it up
For an even amount in each cup
To my brothers burning bare feet on black top
Whose curled 'neath tha shadows
From tha gaze of tha cops
Whose huntin' for 9 to 5's through factory locks
Is now hunted on this modern day auction block

Mic Check, ha ha ha
I be the anti-myth rhythm rock shocker
Mic Check, ha ha ha ha
I be the anti-myth rhythm rock shocker, what?
Mic Check, ha ha ha
I be the anti-myth rhythm rock shocker
Mic Check, ha ha ha ha
I be the anti-myth rhythm rock shocker, what?

Check check check check the check, oh
Packin

Flexin' and mashin'
With complex text
Fast and in a fashion
That snap back necks
Quicker than a fed cash tha company checks
Come with tha fire only Marley could catch
This be tha flame in tha cellar beware
Nameless cold millions gaspin' for air
Those naked and wageless
Now scream within cages
What, they make you pull your shit
Just to get your share, what?

Mic Check, ha ha ha
I be the anti-myth rhythm rock shocker
Mic Check, ha ha ha ha
I be the anti-myth rhythm rock shocker, what?
Mic Check, ha ha ha
I be the anti-myth rhythm rock shocker
Mic Check, ha ha ha ha
I be the anti-myth rhythm rock shocker, what?

Welcome down with the warrior sound, UGH!

With this mic device
I spit nonfiction
Who got tha power
This be my question
Tha mass of tha few in this torn nation?
Tha priest tha book or tha congregation?
Tha politricks who rob and hold down your zone?
Or those who give tha thieves tha key to their homes?
Tha pig who's free to murder one Shucklak
Or survivors who make a move and murder one back?

This mic device
I spit nonfiction
Who got tha power
This be my question
Tha mass of tha few in this torn nation?
Tha priest tha book or tha congregation?
Tha politricks who rob and hold down your zone?
Or those who give tha thieves tha key to their homes?
Tha pig who's free to murder one Shucklak
Or survivors who make a move and murder one back?

Mic Check, ha ha ha
I be the anti-myth rhythm rock shocker
Mic Check, ha ha ha ha
I be the anti-myth rhythm rock shocker, what?
Mic Check, ha ha ha
I be the anti-myth rhythm rock shocker
Mic Check, ha ha ha ha
I be the anti-myth rhythm rock shocker, what?"
393,Sound Of Da Police,Rage Against the Machine,"Woop-woop! 
That's the sound of da police!
Woop-woop! 
That's the sound of the beast!

[Verse One:]

Stand clear! Don man a-talk
You can't stand where..."
396,Microphone Fiend,Rage Against the Machine,"Yo, I was a fiend before I became a teen
I melted microphone instead of cones of ice cream
Music orientated so when hip-hop was originated
Fitted like pieces of puzzles, complicated
Shot grabbed the mic and try to say, "" Yes y'all!""
They tried to take it, and say that I'm too small
Cool, 'Cause I don't get upset
I kick a hole in the speaker, pull the plug, then I jet
Back to the lab, without a mic to grab
So then I add all the rhymes I had
One after the another one, then I make another one
To dis the opposite then ask if the brother's done
I get a craving like I fiend for nicotine
But I don't need a cigarette, know what I mean?
I'm raging, ripping up the stage and
Don't it sound amazing 'cause every rhyme is made and
Thought of, 'cause it's sort of, an addiction,
Magnetized by the mixing

E-F-F-E-C-T 
A smooth operator operating correctly
E-F-F-E-C-T 
A smooth operator operating correctly
E-F-F-E-C-T 
A smooth operator operating correctly
E-F-F-E-C-T 
A smooth operator operating correctly

But back to the problem, I gotta habit
You can't solve it, you silly rabbit
The prescription is a hypertone that's thorough when
I fiend for a microphone like heroin
Soon as the bass kicks, I need a fix
Gimme a stage and a mic and a mix
And I'll put you in a mood or is it a state of unawareness? 
Beware, it's the reaniamator!
A menace to a microphone, a lethal weapon
An assasinator, if the people ain't stepping
You see a part of me that you never seen
When I'm fiending for a microphone
'Cause I take it to the maximum, I can't relax see, I'm
Hype as a hypochondriac 'cause the rap be one
Hell of a antidote, something you can't smoke
More than dope, you're trying to move away but you can't, you're broke
More than cracked up, you should have backed up
For those who act up need to be more than smacked up

E-F-F-E-C-T 
A smooth operator operating correctly
E-F-F-E-C-T 
A smooth operator operating correctly
E-F-F-E-C-T 
A smooth operator operating correctly
E-F-F-E-C-T 
A smooth operator operating correctly

A smooth operator operating correctly. 

Uh!

Music orientated so when hip-hop was originated, originated
Fitted like pieces of puzzles, complicated, complicated 
Music orientated so when hip-hop was originated, originated
Fitted like pieces of puzzles, complicated, complicated 
Music orientated so when hip-hop was originated, originated
Fitted like pieces of puzzles, complicated, complicated 
Music orientated so when hip-hop was originated, originated
Fitted like pieces of puzzles, complicated, complicated 

Music orientated so when hip-hop was originated, originated
Fitted like pieces of puzzles, complicated, complicated 
Music orientated so when hip-hop was originated, originated
Fitted like pieces of puzzles, complicated, complicated 

'Cause I'm an E-F-F-E-C-T
A smooth operator operating correctly

An E-F-F-E-C-T 
An E-F-F-E-C-T 
An E-F-F-E-C-T 
An E-F-F-E-C-T 

A smooth operator operating correctly
A smooth operator operating correctly
A smooth operator operating correctly
'Cause I'm an E-F-F-E-C-T"
401,Pistol Grip Pump,Rage Against the Machine,"Pistol grip pump on my lap at all times
They can be fucking with other niggas shit, but they can't be fucking with mine
Pistol grip pump on my lap at all times
They can be fucking with other niggas shit, but they can't be fucking with mine

I was raised in the hood called what the diffrence
The brothers in the hood be chivalrous
So I rest defense on my ligaments
Pistol grip pump on my lap, riskin it
Full life living it, never giving it back
Too late for slipping, so slack up
On my lap its on your lips so track shot
A steel dick more clip for pump but
All I'm saying there ain't no question who the man is
In my civic or in this show biz
I drill the fool, kill the fool
Come on what you say?
I think I can take care of all you muthafuckas don't delay right away

Pistol grip pump on my lap at all times
They can be fucking with other niggas shit, but they can't be fucking with mine
Pistol grip pump on my lap at all times
They can be fucking with other niggas shit, but they can't be fucking with mine

Pistol grip pump on my lap at all times, right?
Cause tricks be out for your blindside
Never understood it, but remember I showed you
That in these times you gotta look over your shoulder, strap
Well that ain't nothin' but the intent of gettin high
And a cop giving you shit for just passing you by
If your ever in trouble or on the double best to call your pals
If you got none buy a shotgun
Got a new new style
Around me

Are we getting along? We family, we better be
We got your back, we got your back kid
Just don't be pointing one of them guns, allright man

Pistol grip pump on my lap at all times
They can be fucking with other niggas shit, but they can't be fucking with mine
Pistol grip pump on my lap at all times
They can be fucking with other niggas shit, but they can't be fucking with mine

Pistol grip pump on my lap at all times
They can be fucking with other niggas shit, but they can't be fucking with mine
Pistol grip pump on my lap at all times
They can be fucking with other niggas shit, but they can't be fucking with mine"
403,Born as Ghosts,Rage Against the Machine,"The hills find peace
Locked armed guard posts
Safe from the screams
Of the children born as ghosts
Gates guns and alarms
Shape the calm of the dawn
Peering down into the basin
Where death lives on
When young run foaming at the mouth with hate
When burning batons beat the freezing who shake
Under the toxic sunsets they dine and toast
Of walls deny the terror faced
By the children born as ghosts

Born as ghosts
A warning, you sufferers, begin to speak our word
Born as ghosts
A warning, you sufferers, begin to speak our word
Born as ghosts
A warning, you sufferers, begin to speak our word
Born as ghosts
We're the children born as ghosts

Born as ghosts

One book and forty ghosts stuffed in a room
The school as a tomb
Where home is a wasteland
Taste the razor wire
And thought is locked in the womb
The tales that tear at the myth of the dream
Myth of the dream
Myth of the dream
A suffering that shocks the lives off the screen
Myth of the dream
Myth of the dream

Born as ghosts
A warning, you sufferers, begin to speak our word
Born as ghosts
A warning, you sufferers, begin to speak our word
Born as ghosts
A warning, you sufferers, begin to speak our word
Born as ghosts
We are the children born as ghosts

Born as ghosts
Born as ghosts

Born as ghosts
A warning, you sufferers, begin to speak our word
Born as ghosts
A warning, you sufferers, begin to speak our word
Born as ghosts
A warning, you sufferers, begin to speak our word
Born as ghosts
We're the children born as ghosts

Born as ghosts"
405,Hadda Be Playing On The Jukebox,Rage Against the Machine,"Lookin' like a bunch of frat boys at summer camp and shit

It hadda be flashin' like the daily double
Hadda be playin' on TV
Hadda be loud mouthed on the comedy hour
Hadda be announced over loud speakers
The CIA and the Mafia are in cahoots
It hadda be said in old ladies' language
It hadda be said in American headlines
Kennedy stretched and smiled
And got double crossed by lowlife goons and agents
Rich bankers with criminal connections
Dope pushers in CIA working with
Dope pushers from Cuba working with
Big time syndicate Tampa, Florida

It hadda be said with a big mouth
It hadda be moaned over factory foghorns
It hadda be chattered on car radio news broadcasts
It hadda be screamed in the kitchen

It hadda be yelled in the basement where uncles were fighting
It hadda be howled on the streets by newsboys to bus conductors
It hadda be foghorned into New York harbor
It hadda echo under hard hats

It hadda turn up the volume in the university ballrooms
Hadda be written in library books, footnoted
Hadda be in the headlines of the Times and Le Monde
It hadda be barked over TV

Hadda be heard in side alleys through ballroom doors
It hadda be played on wire services
Hadda be bells ringing
Comedians stopped dead in the middle of a joke in Las Vegas

Haddda be FBI chief J. Edgar Hoover
And Frank Costello syndicate mouthpiece
Meeting in Central Park, New York together weekends
Reported Time magazine

Hadda be the Mafia and the CIA together, starting war on Cuba
Bay of Pigs and poison assassination headlines
Hadda be dope cops in the Mafia
Sold all that heroin in America

Hadda be the FBI and organized crime working it together in cahoots
Against the commies

Hadda be ringing on multinational cash registers
World-wide laundry for organized criminal money

Hadda be the CIA and the Mafia and the FBI together
Bigger than Nixon and bigger than war

Hadda be a gorged throat full of murder
Hadda be a mounted ass, a solid mass of rage
Hadda be a red hot head
A scream in the back of the throat

Hadda be a Kissinger's brain
Hadda be in Rockefellers' mouth
Hadda be the central intelligence, the family, offing the agency Mafia
One big set of criminal gangs working together in cahoots

Hitmen
Murderers everywhere
Outrage gonna make
Secret, drunk, brutal, dirty, and rich

On top of a slag heap of prisons
Industrial cancer
Plutonium smog
Garbage cities, grandmas' bedsores

Fathers' resentments
Hadda be the rulers
Wanting law and order
And they got rich on wanting protection for the status quo

Wanted junkies
Wanted Attica
Wanted Kent State
Wanted war in Indochina

Yeah, it hadda be the CIA and the Mafia and the FBI
Multinational capitalists
Strong armed squads
Private detective agencies for the oh so very rich

And their armies, their navies and air force bombing planes
Hadda be capitalism
The vortex of this rage
This competition man to man

The horses head in a capitalists' bed
The Cuban's turf competitions
Hitmen in gang wars across oceans

Bombing Cambodia settled the score
With White House pots and pans
A warning to Mediterranean governments

The secret police have braced for decades

The NKPD and CIA keep each other's secrets
The OGBU and DIA never hit their own
The KGB and the FBI, one mind

Brute force and full of money
One mind, brute force, and full of money
One mind, brute force, and full of money
One mind, brute force, and full of money
One mind, brute force, and full of money

And full of money, and full of money, and full of money

It hadda be rich and they hadda be powerful
They hadda murder in Indonesia five hundred thousand
Hadda murder in Indochina two million
Hadda murder in Czechoslovakia
Hadda murder in Chile
Hadda murder in Russia
And hadda murder in America

That was a poem by Allen Ginsberg
Called ""Hadda Be Playing on the Jukebox""
He's a great poet"
407,Revolver,Rage Against the Machine,"His spit is worth more than her work
Pass the purse to the pugilists
He's a prizefighter
And he bought rings and he owns kin
And now he's swingin'
And now he's the champion
Hey revolver, don't mothers make good fathers?
Revolver!
Hey revolver, don't mothers make good fathers?
Revolver

A spotless domain
Hides festering hopes she's certain there's more
Pictures of fields without fences
A spotless domain
Hides festering hopes she's certain there's more
Pictures of fields without fences
Her body numbs as he approaches the door
As he approaches the door
As he approaches the door
As he approaches the door
As he approaches
Hey revolver, don't mothers make good fathers?
Revolver!
Hey revolver, don't mothers make good fathers?
Revolver!
Hey revolver, don't mothers make good fathers?
Revolver!
Hey revolver, don't mothers make good fathers?
Revolver!

Yeah!
Hey revolver, don't mothers make good fathers?
Revolver!
Hey revolver, don't mothers make good fathers?
Revolver!
Revolver!
Revolver!
Revolver!
Revolver"
412,Ashes in the Fall,Rage Against the Machine,"A mass of hands press on the market window
Ghosts of progress
Dressed in slow death
Feeding on hunger 
And glaring through the promise
Upon the food that rots slowly in the aisle
A mass of nameless at the oasis
That hides the graves beneath the master's hill
Are buried for drinking
The rivers water while
Shackled to the the line at the empty well

This is the new sound, just like the old sound
Just like the noose wound, over the new ground
This is the new sound, just like the old sound
Just like the noose wound, over new ground

Listen to the facist sing
""Take hope here
War is elsewhere
You were chosen
This is Gods land
Soon we'll be free
Of blot and mixture
Seeds planted by our Forefathers hand""
A mass of promises
Begin to rupture
Like the pockets Of the new world kings
Like swollen stomachs In Appalachia
Like the priest that fucked you as he whispered holy things
A mass of tears have transform the stones now
Sharpened on suffering 
And woven into the slings
Hope lies in the rubble of this rich fortress
Taking today what tomorrow never brings

This is the new sound, just like the old sound
Just like the noose wound, over new ground
This is the new sound, just like the old sound
Just like the noose wound, over the new ground
This is the new sound, just like the old sound
Just like the noose wound, over the new ground
Ain't the new sound, just like the old sound
Look at the noose now, over the, over the, over the burning ground

Ain't it funny how the factory doors close
Round the time that the school doors close
Round the time that the doors of the jail cells
Open up to greet you like the reaper
Ain't its funny how the factory doors close
Round the time that the school doors close
Round the time that a hundred thousand jail cells
Open up to greet you like the reaper

Oh, oh
Oasis
This is no oasis

This is the new sound, just like the old sound
Just like the noose wound, over the new ground
This is the new sound, just like the old sound
Just like the noose wound, over the new ground

Like ashes in the fall"
413,Without a Face,Rage Against the Machine,"Uh! Got no card so I got not soul
Life is prison, no parole, no control
Jura got my number on a wire tap
'Cause I jack for similac, f*ck a Cadillac
Survive, one motive, no hope
'Cause every sidewalk I walk is like a tightrope
Yes, I know, my deadline sire, when my life expires
I'm sendin' paper south under the barbed wire
The mother of my child will lose her mind at my grave
It's my life for their life so call it a free trade
""Por vida"" and our name upon the stall
I took a death trip when I tried to cross the white wall

Walk unseen past the graves an the gates, born without a face
One motive no hope ah, born without a face
Walk unseen past the graves an the gates, born without a face
One motive no hope ah, yeah, born without a face
Without a face

Yeah, I tried to look back to my past long lost
A blood donor to the land owner holocaust
Pops heart stopped, in came the air drop
Flooded the trench he couldn't shake the toxic shock
Maize was all we needed to sustain
Now her golden skin burns, insecticide rain
Down with DDT, yeah you know me
I'm raped for the grapes, profit for the bourgeoisie
War tape boomin', path is Luminoso 
I'm headed north like my name was kid 'Cisco
To survive one motive no hope, ah
It's hard to breathe with Wilson's head around my throat
Strangled and mangled another SS curtain call
When I tried to cross the white wall

When I tried to cross the white walls

Walk unseen past the graves an the gates, born without a face
One motive no hope ah, born without a face
Walk unseen past the graves an the gates, born without a face
One motive no hope ah, born without a face

You say fortify, reaction, you divide
And you say fortify, reaction, reaction
And you say fortify, reaction, reaction
You say fortify, reaction, you divide"
417,Producer,Rage Against the Machine,"Earth shares what Earth receives
And now only blood brings life
A tiller bring life, producer bring life
Protector bring life, soiled hands bring life..."
419,Beautiful World,Rage Against the Machine,"It's a beautiful world we live in
A sweet romantic place
Beautiful people everywhere
The way they show they care makes me want to say 
It's a beautiful world
Oh what a beautiful world 
For you

It's a wonderful time to be here 
It's nice to be alive
Wonderful people everywhere
The way they comb their hair makes me want to say 
It's a wonderful place 
Oh what a wonderful place
For you, for you, for you, for you, for you, for you, not me"
420,Down Rodeo,Rage Against the Machine,"Yeah I'm rollin' down Rodeo wit a shotgun
These people ain't seen a brown skin man
Since their grandparents bought one

So now I'm rollin' down Rodeo wit a shotgun
These people ain't seen a brown skin man
Since their grandparents bought one

So now I'm rollin' down Rodeo wit a shotgun

Bangin' this bolo tight on this solo flight can't fight alone
Funk tha track my verbs fly like tha family stone
Tha pen devils set that stage for tha war at home
Locked wit out a wage ya standin' in tha drop zone
The clockers born starin' at an empty plate
Momma's torn hands cover her sunken face
We hungry but them belly full
The structure is set ya neva change it with a ballot pull
In tha ruins there's a network for tha toxic rock
School yard ta precinct, suburb ta project block
Bosses broke south for new flesh and a factory floor
The remains left chained to the powder war

Can't waste a day when the night brings a hearse
So make a move and plead the fifth 'cause ya can't plead the first
Can't waste a day when the night brings a hearse
So now I'm rollin' down Rodeo wit a shotgun
These people ain't seen a brown skin man
Since their grandparents bought one

Yes I'm rollin' down Rodeo wit a shotgun
These people ain't seen a brown skin man
Since their grandparents bought one

So now I'm rollin' down Rodeo wit a shotgun

Bare witness to tha sickest shot while suckas get romantic
They ain't gonna send us campin' like they did my man Fred Hampton
Still we lampin' still clockin' dirt for our sweat
A ballots dead so a bullet's what I get
A thousand years they had tha tools
We should be takin' 'em
F*ck tha G-ride I want the machines that are makin' em
Our target straight wit a room full of armed pawn to
Off tha kings out tha west side at dawn

Can't waste a day when the night brings a hearse
Make a move and plead the fifth 'cause ya can't plead the first
Can't waste a day when the night brings a hearse
So now I'm rollin' down Rodeo wit a shotgun
These people ain't seen a brown skin man
Since their grandparents bought one

Yeah I'm rollin' down Rodeo wit a shotgun
These people ain't seen a brown skin man
Since their grandparents bought one

Yeah I'm rollin' down Rodeo wit a shotgun

The rungs torn from the ladder can't reach the tumour
One god, one market, one truth, one consumer

Just a quiet peaceful dance!
Just a quiet peaceful dance!
Just a quiet peaceful dance!
Just a quiet peaceful dance!
Just a quiet peaceful dance for the things we'll never have
Just a quiet peaceful dance for the things we don't have"
421,Can't kill the Revolution,Rage Against the Machine,"[Maynard:]
Living on the street shores
He didn't learn and wanted children
Said, ""What is there left to stay alive for?""
He doesn't wanna see it..

[M..."
423,Fuck The Police,Rage Against the Machine,"Good Evening,

We want to just quickly send a nice friendly message
to uh, Fraternal Order of Police in Philadelphia.

Here's something nice and frien..."
